	logFC	AveExpr	t	P.Value	FDR	B
BCL2L10	-0.973380416	5.827788239	4.636477992	0.002089648	0.125206237	-1.005697097
FBXL7	0.69533207	5.410840449	-4.63633388	0.002090016	0.125206237	-1.005871317
MICB	0.78793933	8.5031296	-4.631381074	0.002102719	0.125236463	-1.011861023
GNG4	1.684398387	6.403119058	-4.629019627	0.002108805	0.125236463	-1.014718291
TP53I11	-0.794416129	10.72226995	4.628557881	0.002109997	0.125236463	-1.015277095
ITGB4	-0.728778193	12.30833352	4.617302065	0.002139293	0.126585782	-1.028909862
IGSF10	-0.888713937	5.649635391	4.609940762	0.002158694	0.126786937	-1.037837101
PCMTD1	-0.966372447	8.069866335	4.60670636	0.002167279	0.126786937	-1.041762394
IL1A	1.087235148	6.512768365	-4.605775496	0.002169757	0.126786937	-1.042892421
EIF4EBP2	-1.014313684	8.746633236	4.605592077	0.002170245	0.126786937	-1.0431151
GALT	-0.753758562	10.1896855	4.603601392	0.002175556	0.126786937	-1.045532245
ANO9	-1.123347744	8.407322895	4.595113214	0.002198361	0.127730048	-1.055846233
PAN2	-0.858913886	9.64401724	4.589466441	0.002213677	0.128018439	-1.062714273
ZNF608	-0.908527407	6.548807909	4.588343224	0.002216737	0.128018439	-1.064081049
DAB2IP	1.120668093	8.892757459	-4.585964563	0.002223234	0.128018439	-1.066976193
NPR1	1.069545986	5.354952096	-4.572514376	0.002260364	0.129752385	-1.08336457
C11orf53	-0.772606206	8.489526191	4.566976306	0.002275849	0.129752385	-1.090121184
VASN	1.106311434	6.728888235	-4.561006517	0.002292673	0.129752385	-1.097410225
DHRS9	0.862329475	10.92857576	-4.560876196	0.002293041	0.129752385	-1.097569411
BABAM2	-0.746311633	11.05644794	4.555487079	0.002308348	0.129752385	-1.10415467
SLC49A3	1.155955703	6.078645394	-4.555345685	0.002308751	0.129752385	-1.104327513
HBP1	-0.685006208	9.998877413	4.55519236	0.002309188	0.129752385	-1.104514943
PKHD1L1	-0.820033087	4.992626014	4.553933177	0.002312782	0.129752385	-1.106054367
DKK3	0.840183861	8.784078367	-4.548328961	0.002328852	0.129752385	-1.112909045
H1-2	1.054576274	8.949003698	-4.546813821	0.002333218	0.129752385	-1.114763153
LDLR	0.795312369	11.19233988	-4.546104554	0.002335265	0.129752385	-1.115631229
EGR1	-1.125849918	6.822745821	4.545842204	0.002336022	0.129752385	-1.115952343
OR6K6	0.929680799	4.972981162	-4.538202709	0.002358201	0.129752385	-1.125308009
PPIP5K1	-0.754112605	8.110535284	4.537751034	0.00235952	0.129752385	-1.125861454
RNF41	-0.81244544	11.00735515	4.536220803	0.002363993	0.129752385	-1.127736725
DUSP1	0.96805989	7.311256797	-4.534325202	0.002369546	0.129752385	-1.130060293
CXorf66	-0.69954366	5.560656278	4.531094371	0.002379045	0.129752385	-1.134021919
UBXN7-AS1	0.811002627	5.549650578	-4.530759564	0.002380032	0.129752385	-1.134432557
TNFSF15	-0.776841239	7.161122761	4.528532025	0.002386608	0.129752385	-1.137165087
CORO1A	0.945876478	6.096489031	-4.528103942	0.002387874	0.129752385	-1.137690313
SCRT2	0.771068494	5.051565009	-4.522229168	0.002405324	0.13022539	-1.1449013
SPANXA2	1.036821813	12.74753472	-4.519062517	0.002414788	0.13022539	-1.148790585
ACAD11	-0.794687097	9.367942331	4.518380477	0.002416832	0.13022539	-1.149628486
PAPLN	-0.886770012	7.529593751	4.513246544	0.002432277	0.130354319	-1.155938115
CLEC2D	-0.798413795	12.34103598	4.513093046	0.00243274	0.130354319	-1.156126833
ABTB1	-0.691995532	8.305220248	4.508741836	0.002445917	0.13041376	-1.161478036
MGAT5B	0.953113599	8.742009984	-4.502924295	0.002463658	0.13041376	-1.16863748
H2BS1	1.000284181	8.405218734	-4.502646465	0.002464508	0.13041376	-1.168979537
SCTR	-0.832072175	5.554949658	4.502436812	0.002465151	0.13041376	-1.169237664
PPOX	-0.983791616	6.644274015	4.5016205	0.002467653	0.13041376	-1.170242788
EPAS1	-0.66158394	11.10654065	4.498630837	0.002476841	0.130541688	-1.173924899
P2RY6	0.661216521	9.449349632	-4.487937854	0.002510011	0.131929451	-1.18710669
SOST	0.708085179	10.92161827	-4.4818371	0.002529153	0.132557153	-1.194635921
UGCG	-0.654834452	10.7954818	4.479677241	0.002535969	0.132557153	-1.197302988
SH2D5	0.724413131	8.019759184	-4.47759176	0.002542569	0.132557153	-1.199878946
ABHD14B	-0.740175061	11.18466418	4.472247011	0.002559569	0.132856482	-1.206484008
PLEKHA1	-0.690807476	10.12627098	4.47145932	0.002562085	0.132856482	-1.207457841
GLB1L	-0.746795459	9.091104729	4.466555541	0.002577809	0.133313478	-1.213522768
NSDHL	0.839112492	11.06530716	-4.453953165	0.002618705	0.135066363	-1.229127537
TPK1	-0.743285394	6.87841168	4.448037252	0.002638148	0.135284273	-1.236461954
MTUS1	-0.818689864	10.30844138	4.446683689	0.002642618	0.135284273	-1.238140888
MEGF10	-0.720066829	5.159623634	4.446089743	0.002644582	0.135284273	-1.238877704
CFB	-1.097513859	7.060698943	4.444157914	0.002650983	0.135284273	-1.241274626
APBB1IP	0.956613789	8.062516477	-4.439984165	0.002664868	0.135634058	-1.24645533
CEACAM5	-0.787871614	9.986275041	4.437591677	0.002672864	0.135682999	-1.249426332
PITX1	0.812024891	10.15897054	-4.43390961	0.00268522	0.13586924	-1.254000594
ZNF593	0.853351401	8.783040583	-4.431763812	0.00269245	0.13586924	-1.256667375
SHROOM1	-0.996882733	9.466447496	4.429221362	0.002701044	0.13586924	-1.259828098
SGPP2	-0.671762362	7.415225709	4.428140372	0.002704706	0.13586924	-1.26117229
FCER1A	-0.763296753	5.445711922	4.418218973	0.00273858	0.136472741	-1.273518416
ZNF684	0.768184366	6.21777878	-4.417528	0.002740957	0.136472741	-1.274378867
B3GNT8	0.941570873	5.869931229	-4.417296436	0.002741754	0.136472741	-1.274667244
LRIG1	-0.672311702	10.00446783	4.416348257	0.002745019	0.136472741	-1.275848152
RILPL2	-0.666865888	10.13635475	4.409647468	0.002768219	0.137272375	-1.284197885
KLHL25	1.030519883	7.004272026	-4.404889698	0.002784823	0.137741606	-1.290130976
BBS2	-0.754201698	8.577533619	4.400763606	0.002799309	0.138104038	-1.29527938
HAMP	1.166386799	6.615713018	-4.390486316	0.002835753	0.139307891	-1.308115314
HSD17B11	-0.663023164	11.86506057	4.389814197	0.002838155	0.139307891	-1.308955373
SPTSSB	-1.337845395	7.26372896	4.386118433	0.002851399	0.139602745	-1.313575925
CHN1	-0.728136907	9.451689905	4.381145913	0.002869325	0.139696514	-1.319796284
GIGYF1	-0.629406207	10.22736705	4.377791636	0.002881487	0.139696514	-1.323994618
ALAD	-0.994079224	8.213904863	4.377625383	0.002882091	0.139696514	-1.324202755
FBXL2	0.877348344	6.074808574	-4.377573067	0.002882282	0.139696514	-1.324268252
FAM174C	0.725094939	8.8920377	-4.370287247	0.002908902	0.140554037	-1.333394124
PAQR6	-0.996264044	6.381805245	4.368751406	0.002914547	0.140554037	-1.335318966
TEKT3	-1.030251159	5.46299511	4.364027687	0.002931987	0.140723901	-1.341241565
H2BC8	1.121311359	8.488023721	-4.363845932	0.00293266	0.140723901	-1.341469523
ZNF514	-0.942303586	7.446769347	4.357614597	0.002955846	0.141484523	-1.349288202
CLIC2	0.746018682	11.3087455	-4.347070249	0.002995537	0.142814344	-1.36253319
CXCL16	-0.753798612	12.27025361	4.344666352	0.003004668	0.142814344	-1.36555535
UPP1	0.646072557	10.29633455	-4.341570234	0.003016472	0.142814344	-1.369449171
CYB5B	-0.674561571	13.79461117	4.341261529	0.003017651	0.142814344	-1.369837499
FADS3	0.679530666	9.111777881	-4.339703147	0.003023615	0.142814344	-1.371798071
CIT	-0.650804795	9.889096141	4.338546424	0.003028049	0.142814344	-1.373253582
THOP1	1.204438052	7.146507166	-4.334435457	0.003043867	0.143070741	-1.378428222
GAMT	-0.897973977	8.623890955	4.332740562	0.003050415	0.143070741	-1.380562466
ADH5	-0.73531384	12.09573773	4.331366068	0.003055736	0.143070741	-1.382293604
PHKB	-0.741120651	11.29367389	4.326959113	0.003072866	0.143329662	-1.387846146
CDKN1A	1.127622033	9.750731625	-4.325875288	0.003077094	0.143329662	-1.389212203
OPTN	-0.791365706	9.396900063	4.3242222	0.003083557	0.143329662	-1.391296132
TCEA3	-1.177468516	7.643391398	4.319892712	0.003100552	0.143773192	-1.396756145
FLJ42393	-0.691190183	8.594602087	4.313161977	0.003127177	0.144325996	-1.405250559
PPP1R3C	0.699234905	8.277586187	-4.313096408	0.003127437	0.144325996	-1.405333346
H2BC15	0.7772043	9.162199484	-4.308555565	0.003145542	0.144340517	-1.411068311
RBP4	0.82420437	10.79770733	-4.307585146	0.003149426	0.144340517	-1.412294366
GCNT4	0.740369491	4.972776129	-4.305462583	0.00315794	0.144340517	-1.414976611
ASIC4	-1.315088426	5.903515147	4.302880327	0.003168331	0.144340517	-1.418240762
SKP2	-0.713075238	9.572702204	4.296707787	0.003193322	0.144340517	-1.426047734
LPXN	0.736651176	9.271694613	-4.293839341	0.003205009	0.144340517	-1.429677853
LRBA	-0.728245256	9.738863841	4.292365638	0.003211031	0.144340517	-1.431543402
NRG1	0.891656574	10.43058839	-4.290784896	0.003217505	0.144340517	-1.433544848
GSTA4	-0.779820054	10.13551812	4.29024142	0.003219734	0.144340517	-1.434233062
GALNT2	0.621077815	11.22715115	-4.285483359	0.00323932	0.144340517	-1.440260357
FAM107B	-0.665202457	10.50702089	4.283418946	0.003247858	0.144340517	-1.44287662
COG3	-1.335312662	8.364227731	4.283025754	0.003249487	0.144340517	-1.443374998
IPO4	0.718703155	9.980128333	-4.280189838	0.003261263	0.144340517	-1.446970324
PSMB9	-0.817449408	9.651512594	4.279881884	0.003262545	0.144340517	-1.447360822
HCRTR1	1.249241429	5.570644635	-4.275536904	0.003280686	0.144340517	-1.452872099
FABP3	1.223927776	9.329370238	-4.272316235	0.003294203	0.144340517	-1.456959276
NEUROG1	-1.283269527	5.170074665	4.271296424	0.003298496	0.144340517	-1.458253819
PRR15L	-0.820336837	5.733132757	4.2653435	0.003323677	0.144340517	-1.465813834
CMKLR1	-0.809952309	5.570120416	4.262642101	0.003335174	0.144340517	-1.46924644
FHL3	0.887713475	7.469649893	-4.261565442	0.003339768	0.144340517	-1.47061486
CDC42EP3	0.632080415	9.159541954	-4.261100375	0.003341754	0.144340517	-1.471206013
NDUFA4L2	-1.121143198	7.295963339	4.260083473	0.003346102	0.144340517	-1.472498736
TEX11	-0.750366533	5.341549382	4.258737437	0.003351867	0.144340517	-1.474210126
ARSD	-0.772877238	8.199942598	4.257839717	0.003355718	0.144340517	-1.475351679
CEBPB	0.739858843	9.59459916	-4.257206757	0.003358436	0.144340517	-1.476156638
SDHAF2	-0.616967727	12.29799802	4.255249643	0.003366856	0.144340517	-1.478645993
ST6GALNAC1	-1.200337248	6.382135087	4.253339072	0.003375098	0.144340517	-1.481076753
SLC28A1	-0.882205292	5.497267117	4.249359327	0.003392336	0.144340517	-1.486141982
SLC1A7	-0.876172757	6.50353496	4.248450385	0.003396286	0.144340517	-1.487299203
TET1	0.790576353	5.130696341	-4.248371855	0.003396628	0.144340517	-1.487399191
CX3CR1	0.813438125	5.135649648	-4.248017699	0.003398168	0.144340517	-1.487850126
AGTPBP1	-0.931521283	9.684156233	4.247600173	0.003399986	0.144340517	-1.488381776
F5	-0.778946327	8.852973239	4.240185969	0.003432437	0.144340517	-1.497827281
PRKCH	0.973840698	6.897735064	-4.237202914	0.003445588	0.144340517	-1.501630157
MCTP1	-1.012431468	8.587767995	4.234102864	0.003459314	0.144340517	-1.505583727
RPGRIP1	1.032060541	5.046417387	-4.233940711	0.003460033	0.144340517	-1.505790567
TBC1D5	-0.837861002	10.02033447	4.232731034	0.003465406	0.144340517	-1.507333758
HGSNAT	-0.743948992	11.23769495	4.232689267	0.003465592	0.144340517	-1.507387043
DHX37	0.781996987	8.384091224	-4.232209699	0.003467725	0.144340517	-1.507998899
IDNK	-0.694565777	9.424681163	4.230046196	0.003477365	0.144340517	-1.510759671
SERPINH1	0.816177437	12.56039093	-4.228362438	0.003484887	0.144340517	-1.512908785
MSS51	-0.703961231	5.596821096	4.224431546	0.003502518	0.144340517	-1.517927903
ACSM3	-0.713111244	9.101555588	4.224165066	0.003503717	0.144340517	-1.518268246
SERTAD3	0.677392347	10.52135674	-4.221382666	0.00351626	0.144340517	-1.521822573
ADAMTS20	-0.959820383	7.155585642	4.221126194	0.003517419	0.144340517	-1.522150263
RNF145	-0.767059791	11.2274297	4.219115465	0.003526517	0.144340517	-1.524719703
ZFP28	0.774142791	5.379473267	-4.217852727	0.003532244	0.144340517	-1.526333652
SLC27A3	-0.641189655	10.59236126	4.217597463	0.003533403	0.144340517	-1.526659945
HOXA-AS2	-0.882294613	6.992964338	4.216166165	0.003539909	0.144340517	-1.528489709
PTGES	-0.947103973	10.06969321	4.214105293	0.0035493	0.144340517	-1.531124907
CYP1B1-AS1	1.056531668	5.780237269	-4.212880385	0.003554894	0.144340517	-1.532691501
ACTN4	0.726190991	12.49042488	-4.212310019	0.003557502	0.144340517	-1.533421054
CSTF2T	0.759622682	6.460492653	-4.211740342	0.003560109	0.144340517	-1.534149779
GRAMD4	-0.97502666	7.233997588	4.209968659	0.003568231	0.144340517	-1.536416435
CCPG1	-0.719479628	9.130712186	4.209505748	0.003570356	0.144340517	-1.537008758
ADM	0.809377358	10.33193936	-4.207041933	0.003581691	0.144340517	-1.540161952
C4orf46	-0.666268428	10.16732986	4.206668605	0.003583412	0.144340517	-1.540639826
TAT	-1.000720141	5.493742469	4.20485421	0.003591789	0.144340517	-1.542962635
OR4C11	-1.039679525	5.047938098	4.204730854	0.003592359	0.144340517	-1.543120576
FN3K	-0.999147459	6.677212343	4.201935402	0.00360531	0.144340517	-1.546700456
BTN3A2	-0.830256008	8.709655879	4.199995356	0.003614327	0.144340517	-1.549185645
ZNF532	0.674869139	11.85446783	-4.198904937	0.003619406	0.144340517	-1.550582735
IKBKG	0.666649612	11.01468813	-4.19822006	0.0036226	0.144340517	-1.551460327
DUSP5	0.65861275	10.26644316	-4.198192644	0.003622728	0.144340517	-1.55149546
ZSWIM4	-0.739920975	8.88812836	4.198108351	0.003623122	0.144340517	-1.551603478
PARS2	0.702527647	7.872295375	-4.198021937	0.003623525	0.144340517	-1.551714214
SLC40A1	-0.776153242	11.20759253	4.195677941	0.003634483	0.144340517	-1.554718434
GCHFR	-0.747686076	8.615053045	4.195231784	0.003636573	0.144340517	-1.55529036
NOD2	-0.835505411	5.247528785	4.191126564	0.003655864	0.14480825	-1.56055434
WWC1	-0.765538567	7.170578396	4.18898847	0.003665955	0.144910413	-1.563297029
FLJ38576	0.966942224	6.051693721	-4.179256317	0.003712275	0.146441269	-1.57579059
PSAT1	-0.769933646	10.8022441	4.174416918	0.003735545	0.146868685	-1.582008864
NFIX	-0.680395496	9.631611607	4.173838348	0.003738337	0.146868685	-1.582752539
DNAAF4-CCPG1	-1.278423942	7.324809508	4.170381354	0.003755071	0.147226249	-1.587197182
CMAHP	-0.778396016	5.631620215	4.166987429	0.003771578	0.147357338	-1.591562629
SOX9	-1.064233323	6.252006946	4.163645671	0.00378791	0.147357338	-1.595862805
OVGP1	0.79339871	6.554538865	-4.162978438	0.00379118	0.147357338	-1.596721617
B4GALT6	-0.632990554	6.985830226	4.162207302	0.003794963	0.147357338	-1.597714257
NRARP	-0.851411376	7.114786321	4.161871888	0.003796609	0.147357338	-1.598146046
PRDM1	0.868835037	8.023955966	-4.156238805	0.003824382	0.148036793	-1.605400431
STXBP5	0.734739458	8.666465754	-4.155212973	0.003829464	0.148036793	-1.60672207
BORCS8-MEF2B	0.699684025	6.298777085	-4.150278497	0.00385401	0.148164406	-1.613081829
KLF15	-1.189100426	5.360412193	4.148641743	0.00386219	0.148164406	-1.615192219
MSH5-SAPCD1	-0.956672902	7.486605589	4.147315328	0.003868832	0.148164406	-1.616902784
ZBTB7B	0.854842639	10.63551257	-4.14389477	0.00388602	0.148164406	-1.621315304
CD226	-0.834218149	5.367780081	4.143432707	0.003888348	0.148164406	-1.621911512
NCS1	0.757410716	10.00179706	-4.142891525	0.003891076	0.148164406	-1.622609851
TXNIP	0.777217157	7.970959875	-4.142429087	0.00389341	0.148164406	-1.623206617
C3orf22	0.800154683	5.627686923	-4.141718089	0.003897	0.148164406	-1.624124212
KMO	0.71026867	10.21921541	-4.139858229	0.003906409	0.148164406	-1.626524883
GRB14	-0.715737234	9.404932589	4.139233776	0.003909574	0.148164406	-1.62733104
RAPGEFL1	-0.702873887	7.195528433	4.136174949	0.003925116	0.14846175	-1.631280845
OSGIN1	0.703569137	10.26634371	-4.133368604	0.003939435	0.148711737	-1.634905956
SULT1C3	-0.90998121	4.796190245	4.128906565	0.003962318	0.149115876	-1.640672444
GGT5	-0.898087008	5.854072242	4.128268762	0.003965601	0.149115876	-1.641496968
IFNA4	-0.980554359	5.532963722	4.126362427	0.003975431	0.149194663	-1.643961786
HEY1	0.774652405	9.786896499	-4.122466631	0.003995601	0.149542906	-1.649000731
COQ5	-0.712257794	11.49272873	4.120235167	0.004007204	0.149542906	-1.651888081
KIAA0408	0.984417197	6.822560704	-4.119677909	0.004010108	0.149542906	-1.652609257
CAPZA3	0.614457296	4.853712724	-4.118602139	0.004015719	0.149542906	-1.654001609
EREG	0.914571423	9.248343442	-4.114745287	0.004035908	0.14976686	-1.658995006
GPAT3	0.608547458	11.18327027	-4.114487507	0.004037261	0.14976686	-1.659328834
CYP24A1	-0.697575573	13.13160582	4.107216482	0.004075636	0.150847262	-1.668749334
SUMF2	-0.694623696	11.55274543	4.105593538	0.004084256	0.150847262	-1.67085322
LMO4	-0.713243044	10.66318255	4.102012081	0.004103348	0.150847262	-1.675497507
UBE2L6	-0.782297258	10.93545171	4.098540088	0.004121949	0.150847262	-1.68000182
RASGEF1B	0.911676908	5.647288761	-4.098047279	0.004124596	0.150847262	-1.680641312
LOC100129503	-0.972601635	7.63249943	4.097011866	0.004130165	0.150847262	-1.681985039
CCDC57	-0.758354896	7.218277764	4.096536257	0.004132726	0.150847262	-1.682602328
ENPP2	1.251414028	7.592142628	-4.09468993	0.004142683	0.150847262	-1.684999006
CASTOR3	-0.630301144	11.3749759	4.093218402	0.004150638	0.150847262	-1.686909558
SAPCD1	-0.701407838	7.367362559	4.087566232	0.004181347	0.150847262	-1.694251269
RIPOR3	-0.896515301	5.167424969	4.087154511	0.004183593	0.150847262	-1.694786262
KIRREL2	-0.9333152	5.833873028	4.08596527	0.00419009	0.150847262	-1.696331723
NSUN4	0.645571275	9.449000785	-4.085795443	0.004191018	0.150847262	-1.696552437
CLMP	1.192905224	7.63667272	-4.085481324	0.004192736	0.150847262	-1.696960692
CCL1	0.991853041	5.905192916	-4.085199247	0.00419428	0.150847262	-1.697327318
ZKSCAN1	-0.711766565	11.30573545	4.084943967	0.004195678	0.150847262	-1.697659124
FKBP7	-0.70717474	8.601969258	4.084278107	0.004199325	0.150847262	-1.698524641
SP5	-0.809844227	5.434416258	4.082061183	0.004211494	0.151003191	-1.701406822
HNMT	-0.887225902	8.435254267	4.077800789	0.004234987	0.151257895	-1.706947895
LHX2	0.657150248	6.066116808	-4.07770712	0.004235505	0.151257895	-1.707069753
ADGRF5	1.009170332	6.812968671	-4.076512147	0.004242121	0.151257895	-1.708624477
DNAJC12	-0.745841928	7.82218369	4.071652516	0.004269143	0.151822445	-1.714949483
SLC9A5	-1.079805402	5.83001107	4.070837023	0.004273696	0.151822445	-1.71601125
SLC29A4	-1.072571165	8.607101741	4.063760652	0.004313424	0.15218567	-1.725229133
ODAD1	-0.94274376	7.749123094	4.062415758	0.00432102	0.15218567	-1.726981938
GATM	-0.615567196	9.510939251	4.061224265	0.004327762	0.15218567	-1.728535057
SNN	-0.820884733	7.327807522	4.060762698	0.004330377	0.15218567	-1.729136775
SLC52A1	0.994412738	8.178737043	-4.060693093	0.004330771	0.15218567	-1.729227517
TTLL10	-0.749116144	5.944116573	4.060607484	0.004331256	0.15218567	-1.729339125
MISP	0.783264001	9.942456075	-4.058755734	0.004341766	0.152277564	-1.731753528
PRKAA2	0.635246888	9.472069757	-4.054042747	0.004368639	0.152861694	-1.737901029
STARD4	0.956752206	6.480962607	-4.053059337	0.004374269	0.152861694	-1.739184212
H2AC7	1.043306948	6.942494366	-4.04677426	0.004410439	0.153750124	-1.747388825
ASAH1	-0.615620627	11.3124235	4.045876285	0.004415633	0.153750124	-1.748561569
MRPS12	0.60177403	9.95822506	-4.036199526	0.004472031	0.155354902	-1.761207451
LINC01869	-1.278293464	6.033782611	4.03521225	0.004477829	0.155354902	-1.762498493
PSG7	0.782198869	8.204261288	-4.032283432	0.004495077	0.155673317	-1.766329369
ZFAT	0.860959292	9.432646491	-4.025198117	0.004537102	0.156847132	-1.775602571
CXCL2	-0.728423587	8.484964944	4.023299832	0.004548434	0.15695758	-1.778088388
IL1B	-0.973131477	7.01279132	4.020087045	0.004567682	0.157200624	-1.782296863
LOC100506271	-0.881741142	5.268499552	4.019405737	0.004571776	0.157200624	-1.783189528
STX16	-0.785431683	10.91793928	4.009569989	0.004631314	0.158485527	-1.796084782
CNFN	0.888250231	6.308858939	-4.00817742	0.004639811	0.158485527	-1.797911765
CCDC25	-0.816202244	8.610601321	4.007206169	0.004645748	0.158485527	-1.799186181
NES	0.679575971	12.28124992	-4.006943925	0.004647352	0.158485527	-1.799530307
TMEM179B	-0.581864654	10.37328319	4.006474872	0.004650223	0.158485527	-1.800145843
MRFAP1L1	-0.66194339	11.09921085	4.00345547	0.004668751	0.158836343	-1.804109026
